[LLEGADA]Llega Cliente 1, tipo: PADRES MEDIANA EDAD, Dia 1, segund 17
[CAJA] El Cliente 29, tipo: PADRES MEDIANA EDAD compra TOALLA NOVA en la caja 1, Dia 1, segundo 4708
[CAJA] El Cliente 29, tipo: PADRES MEDIANA EDAD compra BEBIDA en la caja 1, Dia 1, segundo 4711
[CAJA] El Cliente 30, tipo: PADRES JOVENES entra a la cola de la caja 2. Productos: {'LECHE': 7, 'PAN': 8, 'GALLETAS': 1, 'YOGURT': 5, 'MANZANA': 3}, Dia 1, segundo4721
[CAJA] El Cliente 30, tipo: PADRES JOVENES compra LECHE en la caja 2, Dia 1, segundo 4761
[CAJA] El Cliente 29, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 1, segundo 4762
[CAJA] El Cliente 29, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 1, Dia 1, segundo 4765
[CAJA] El Cliente 29, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 1, Dia 1, segundo 4780
[CAJA] El Cliente 32, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'LECHE': 7, 'YOGURT': 5}, Dia 1, segundo4781
[CAJA] El Cliente 30, tipo: PADRES JOVENES compra PAN en la caja 2, Dia 1, segundo 4785
[CAJA] El Cliente 30, tipo: PADRES JOVENES compra GALLETAS en la caja 2, Dia 1, segundo 4788
[CAJA] El Cliente 29, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 1, Dia 1, segundo 4798
[LLEGADA]Llega Cliente 34, tipo: JOVENES QUE VIVE CON PADRES, Dia 1, segund 4799
[CAJA] El Cliente 30, tipo: PADRES JOVENES compra YOGURT en la caja 2, Dia 1, segundo 4803
[LLEGADA]Llega Cliente 35, tipo: PADRES MEDIANA EDAD, Dia 1, segund 4805
[CAJA] El Cliente 30, tipo: PADRES JOVENES compra MANZANA en la caja 2, Dia 1, segundo 4812
[SALIDA] El Cliente 30, tipo: PADRES JOVENES abandona la Caja 2 habiendo pagado 48, Dia 1, segundos 4812
[CAJA] El Cliente 29, tipo: PADRES MEDIANA EDAD compra CLORO en la caja 1, Dia 1, segundo 4819
[SALIDA] El Cliente 29, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 74, Dia 1, segundos 4819
[CAJA] El Cliente 34, tipo: JOVENES QUE VIVE CON PADRES entra a la cola de la caja 2. Productos: {'BEBIDA': 3}, Dia 1, segundo4875
[CAJA] El Cliente 33, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 2, 'ARROZ': 1, 'TOMATE': 8, 'CARNE': 2, 'TALLARINES': 2, 'MANZANA': 3}, Dia 1, segundo4896
[CAJA] El Cliente 32, tipo: PADRES MEDIANA EDAD compra LECHE en la caja 1, Dia 1, segundo 4925
[CAJA] El Cliente 34, tipo: JOVENES QUE VIVE CON PADRES compra BEBIDA en la caja 2, Dia 1, segundo 4925
[SALIDA] El Cliente 34, tipo: JOVENES QUE VIVE CON PADRES abandona la Caja 2 habiendo pagado 3, Dia 1, segundos 4925
[CAJA] El Cliente 32, tipo: PADRES MEDIANA EDAD compra YOGURT en la caja 1, Dia 1, segundo 4940
[SALIDA] El Cliente 32, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 29, Dia 1, segundos 4940
[CAJA] El Cliente 33, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 1, segundo 4955
[CAJA] El Cliente 33, tipo: PADRES MEDIANA EDAD compra ARROZ en la caja 1, Dia 1, segundo 4958
[CAJA] El Cliente 33, tipo: PADRES MEDIANA EDAD compra TOMATE en la caja 1, Dia 1, segundo 4982
[CAJA] El Cliente 33, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 1, Dia 1, segundo 4988
[CAJA] El Cliente 33, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 1, Dia 1, segundo 4994
[CAJA] El Cliente 33, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 1, Dia 1, segundo 5003
[SALIDA] El Cliente 33, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 43, Dia 1, segundos 5003
[LLEGADA]Llega Cliente 36, tipo: TERCERA EDAD, Dia 1, segund 5078
[CAJA] El Cliente 35, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 2, 'HARINA': 2, 'CONSERVAS': 2, 'PAPAS FRITAS': 2, 'PAN': 6, 'CARNE': 4, 'TALLARINES': 3}, Dia 1, segundo5152
[LLEGADA]Llega Cliente 37, tipo: PADRES MEDIANA EDAD, Dia 1, segund 5157
[CAJA] El Cliente 35, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 1, segundo 5194
[CAJA] El Cliente 35, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 1, Dia 1, segundo 5200
[CAJA] El Cliente 35, tipo: PADRES MEDIANA EDAD compra CONSERVAS en la caja 1, Dia 1, segundo 5206
[CAJA] El Cliente 35, tipo: PADRES MEDIANA EDAD compra PAPAS FRITAS en la caja 1, Dia 1, segundo 5212
[LLEGADA]Llega Cliente 38, tipo: TERCERA EDAD, Dia 1, segund 5230
[CAJA] El Cliente 35, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 1, segundo 5230
[CAJA] El Cliente 36, tipo: TERCERA EDAD entra a la cola de la caja 2. Productos: {}, Dia 1, segundo5236
[CAJA] El Cliente 36, tipo: TERCERA EDAD compra [] en la caja 2, Dia 1, segundo 5236
[SALIDA] El Cliente 36, tipo: TERCERA EDAD abandona la Caja 2 habiendo pagado 0, Dia 1, segundos 5236
[CAJA] El Cliente 35, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 1, Dia 1, segundo 5242
[CAJA] El Cliente 35, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 1, Dia 1, segundo 5251
[SALIDA] El Cliente 35, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 70, Dia 1, segundos 5251
[CAJA] El Cliente 38, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {}, Dia 1, segundo5361
[CAJA] El Cliente 38, tipo: TERCERA EDAD compra [] en la caja 1, Dia 1, segundo 5361
[SALIDA] El Cliente 38, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 0, Dia 1, segundos 5361
[LLEGADA]Llega Cliente 39, tipo: PADRES MEDIANA EDAD, Dia 1, segund 5362
[CAJA] El Cliente 37, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 2, 'LECHE': 4, 'AGUA MINERAL': 2, 'PAN': 7, 'CARNE': 3, 'MANZANA': 1}, Dia 1, segundo5444
[LLEGADA]Llega Cliente 40, tipo: PADRES MEDIANA EDAD, Dia 1, segund 5445
[CAJA] El Cliente 37, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 1, segundo 5511
[CAJA] El Cliente 37, tipo: PADRES MEDIANA EDAD compra LECHE en la caja 1, Dia 1, segundo 5523
[CAJA] El Cliente 37, tipo: PADRES MEDIANA EDAD compra AGUA MINERAL en la caja 1, Dia 1, segundo 5529
[CAJA] El Cliente 39, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 2. Productos: {'SAL': 2, 'HARINA': 1, 'CONSERVAS': 1, 'ARROZ': 3, 'CARNE': 4, 'TALLARINES': 1}, Dia 1, segundo5535
[CAJA] El Cliente 37, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 1, segundo 5550
[LLEGADA]Llega Cliente 41, tipo: PADRES MEDIANA EDAD, Dia 1, segund 5553
[CAJA] El Cliente 37, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 1, Dia 1, segundo 5559
[CAJA] El Cliente 37, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 1, Dia 1, segundo 5562
[SALIDA] El Cliente 37, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 40, Dia 1, segundos 5562
[CAJA] El Cliente 39, tipo: PADRES MEDIANA EDAD compra SAL en la caja 2, Dia 1, segundo 5583
[CAJA] El Cliente 39, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 2, Dia 1, segundo 5586
[CAJA] El Cliente 39, tipo: PADRES MEDIANA EDAD compra CONSERVAS en la caja 2, Dia 1, segundo 5589
[CAJA] El Cliente 39, tipo: PADRES MEDIANA EDAD compra ARROZ en la caja 2, Dia 1, segundo 5598
[CAJA] El Cliente 39, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 2, Dia 1, segundo 5610
[CAJA] El Cliente 39, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 2, Dia 1, segundo 5613
[SALIDA] El Cliente 39, tipo: PADRES MEDIANA EDAD abandona la Caja 2 habiendo pagado 47, Dia 1, segundos 5613
[CAJA] El Cliente 40, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'HARINA': 1, 'TOALLA NOVA': 4, 'PAPAS FRITAS': 1, 'GALLETAS': 1, 'PAN': 12, 'AGUA MINERAL': 2}, Dia 1, segundo5702
[CAJA] El Cliente 41, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 2. Productos: {'SAL': 1, 'CARNE': 2, 'PAPAS FRITAS': 1, 'GALLETAS': 1, 'LECHUGA': 2}, Dia 1, segundo5737
[LLEGADA]Llega Cliente 42, tipo: TERCERA EDAD, Dia 1, segund 5738
[CAJA] El Cliente 40, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 1, Dia 1, segundo 5747
[CAJA] El Cliente 40, tipo: PADRES MEDIANA EDAD compra TOALLA NOVA en la caja 1, Dia 1, segundo 5759
[CAJA] El Cliente 40, tipo: PADRES MEDIANA EDAD compra PAPAS FRITAS en la caja 1, Dia 1, segundo 5762
[CAJA] El Cliente 40, tipo: PADRES MEDIANA EDAD compra GALLETAS en la caja 1, Dia 1, segundo 5765
[CAJA] El Cliente 41, tipo: PADRES MEDIANA EDAD compra SAL en la caja 2, Dia 1, segundo 5785
[CAJA] El Cliente 41, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 2, Dia 1, segundo 5791
[CAJA] El Cliente 41, tipo: PADRES MEDIANA EDAD compra PAPAS FRITAS en la caja 2, Dia 1, segundo 5794
[CAJA] El Cliente 41, tipo: PADRES MEDIANA EDAD compra GALLETAS en la caja 2, Dia 1, segundo 5797
[CAJA] El Cliente 40, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 1, segundo 5801
[CAJA] El Cliente 41, tipo: PADRES MEDIANA EDAD compra LECHUGA en la caja 2, Dia 1, segundo 5803
[SALIDA] El Cliente 41, tipo: PADRES MEDIANA EDAD abandona la Caja 2 habiendo pagado 30, Dia 1, segundos 5803
[CAJA] El Cliente 40, tipo: PADRES MEDIANA EDAD compra AGUA MINERAL en la caja 1, Dia 1, segundo 5807
[SALIDA] El Cliente 40, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 36, Dia 1, segundos 5807
[LLEGADA]Llega Cliente 43, tipo: PADRES JOVENES, Dia 1, segund 5867
[LLEGADA]Llega Cliente 44, tipo: TERCERA EDAD, Dia 1, segund 5900
[CAJA] El Cliente 42, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'BEBIDA': 3, 'TOALLA NOVA': 5, 'PASTA DE DIENTES': 1, 'LECHUGA': 1}, Dia 1, segundo5908
[LLEGADA]Llega Cliente 45, tipo: JOVENES QUE VIVE CON PADRES, Dia 1, segund 5926
[LLEGADA]Llega Cliente 46, tipo: PADRES JOVENES, Dia 1, segund 5968
[CAJA] El Cliente 42, tipo: TERCERA EDAD compra BEBIDA en la caja 1, Dia 1, segundo 5983
[CAJA] El Cliente 42, tipo: TERCERA EDAD compra TOALLA NOVA en la caja 1, Dia 1, segundo 5998
[CAJA] El Cliente 42, tipo: TERCERA EDAD compra PASTA DE DIENTES en la caja 1, Dia 1, segundo 6001
[CAJA] El Cliente 42, tipo: TERCERA EDAD compra LECHUGA en la caja 1, Dia 1, segundo 6004
[SALIDA] El Cliente 42, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 20, Dia 1, segundos 6004
[LLEGADA]Llega Cliente 47, tipo: PADRES JOVENES, Dia 1, segund 6042
[CAJA] El Cliente 45, tipo: JOVENES QUE VIVE CON PADRES entra a la cola de la caja 1. Productos: {'CERVEZA': 10, 'SAL': 2}, Dia 1, segundo6054
[LLEGADA]Llega Cliente 48, tipo: TERCERA EDAD, Dia 1, segund 6065
[CAJA] El Cliente 44, tipo: TERCERA EDAD entra a la cola de la caja 2. Productos: {'TOMATE': 3, 'CONSERVAS': 2, 'TALLARINES': 4, 'LECHUGA': 1}, Dia 1, segundo6105
[LLEGADA]Llega Cliente 49, tipo: PADRES MEDIANA EDAD, Dia 1, segund 6140
[CAJA] El Cliente 45, tipo: JOVENES QUE VIVE CON PADRES compra CERVEZA en la caja 1, Dia 1, segundo 6141
[CAJA] El Cliente 45, tipo: JOVENES QUE VIVE CON PADRES compra SAL en la caja 1, Dia 1, segundo 6147
[SALIDA] El Cliente 45, tipo: JOVENES QUE VIVE CON PADRES abandona la Caja 1 habiendo pagado 14, Dia 1, segundos 6147
[CAJA] El Cliente 43, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'AGUA MINERAL': 2, 'GALLETAS': 2, 'JUGO': 3, 'POLERA': 2, 'TALLARINES': 4, 'QUESO': 2}, Dia 1, segundo6148
[CAJA] El Cliente 44, tipo: TERCERA EDAD compra TOMATE en la caja 2, Dia 1, segundo 6161
[LLEGADA]Llega Cliente 50, tipo: JOVENES QUE VIVE CON PADRES, Dia 1, segund 6165
[CAJA] El Cliente 44, tipo: TERCERA EDAD compra CONSERVAS en la caja 2, Dia 1, segundo 6167
[CAJA] El Cliente 46, tipo: PADRES JOVENES entra a la cola de la caja 2. Productos: {'LECHE': 9, 'BOMBONES': 1, 'YOGURT': 3}, Dia 1, segundo6177
[CAJA] El Cliente 44, tipo: TERCERA EDAD compra TALLARINES en la caja 2, Dia 1, segundo 6179
[CAJA] El Cliente 44, tipo: TERCERA EDAD compra LECHUGA en la caja 2, Dia 1, segundo 6182
[SALIDA] El Cliente 44, tipo: TERCERA EDAD abandona la Caja 2 habiendo pagado 38, Dia 1, segundos 6182
[CAJA] El Cliente 47, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'SAL': 1, 'LECHE': 3, 'QUESO': 5, 'YOGURT': 1}, Dia 1, segundo6211
[CAJA] El Cliente 43, tipo: PADRES JOVENES compra AGUA MINERAL en la caja 1, Dia 1, segundo 6216
[CAJA] El Cliente 43, tipo: PADRES JOVENES compra GALLETAS en la caja 1, Dia 1, segundo 6222
[CAJA] El Cliente 43, tipo: PADRES JOVENES compra JUGO en la caja 1, Dia 1, segundo 6231
[CAJA] El Cliente 43, tipo: PADRES JOVENES compra POLERA en la caja 1, Dia 1, segundo 6237
[CAJA] El Cliente 43, tipo: PADRES JOVENES compra TALLARINES en la caja 1, Dia 1, segundo 6249
[CAJA] El Cliente 48, tipo: TERCERA EDAD entra a la cola de la caja 2. Productos: {'VINO': 4, 'CERVEZA': 5, 'TOMATE': 5}, Dia 1, segundo6250
[CAJA] El Cliente 43, tipo: PADRES JOVENES compra QUESO en la caja 1, Dia 1, segundo 6255
[SALIDA] El Cliente 43, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 55, Dia 1, segundos 6255
[CAJA] El Cliente 46, tipo: PADRES JOVENES compra LECHE en la caja 2, Dia 1, segundo 6257
[CAJA] El Cliente 46, tipo: PADRES JOVENES compra BOMBONES en la caja 2, Dia 1, segundo 6260
[CAJA] El Cliente 47, tipo: PADRES JOVENES compra SAL en la caja 1, Dia 1, segundo 6263
[CAJA] El Cliente 46, tipo: PADRES JOVENES compra YOGURT en la caja 2, Dia 1, segundo 6269
[SALIDA] El Cliente 46, tipo: PADRES JOVENES abandona la Caja 2 habiendo pagado 47, Dia 1, segundos 6269
[CAJA] El Cliente 50, tipo: JOVENES QUE VIVE CON PADRES entra a la cola de la caja 1. Productos: {'BEBIDA': 2, 'SAL': 2, 'RON': 1}, Dia 1, segundo6272
[CAJA] El Cliente 47, tipo: PADRES JOVENES compra LECHE en la caja 1, Dia 1, segundo 6272
[CAJA] El Cliente 47, tipo: PADRES JOVENES compra QUESO en la caja 1, Dia 1, segundo 6287
[CAJA] El Cliente 47, tipo: PADRES JOVENES compra YOGURT en la caja 1, Dia 1, segundo 6290
[SALIDA] El Cliente 47, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 36, Dia 1, segundos 6290
[CAJA] El Cliente 48, tipo: TERCERA EDAD compra VINO en la caja 2, Dia 1, segundo 6367
[CAJA] El Cliente 50, tipo: JOVENES QUE VIVE CON PADRES compra BEBIDA en la caja 1, Dia 1, segundo 6380
[CAJA] El Cliente 48, tipo: TERCERA EDAD compra CERVEZA en la caja 2, Dia 1, segundo 6382
[CAJA] El Cliente 50, tipo: JOVENES QUE VIVE CON PADRES compra SAL en la caja 1, Dia 1, segundo 6386
[CAJA] El Cliente 50, tipo: JOVENES QUE VIVE CON PADRES compra RON en la caja 1, Dia 1, segundo 6389
[SALIDA] El Cliente 50, tipo: JOVENES QUE VIVE CON PADRES abandona la Caja 1 habiendo pagado 9, Dia 1, segundos 6389
[CAJA] El Cliente 49, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'LECHE': 5, 'TOALLA NOVA': 3, 'YOGURT': 5, 'HARINA': 2}, Dia 1, segundo6391
[CAJA] El Cliente 48, tipo: TERCERA EDAD compra TOMATE en la caja 2, Dia 1, segundo 6397
[SALIDA] El Cliente 48, tipo: TERCERA EDAD abandona la Caja 2 habiendo pagado 35, Dia 1, segundos 6397
[CAJA] El Cliente 49, tipo: PADRES MEDIANA EDAD compra LECHE en la caja 1, Dia 1, segundo 6406
[CAJA] El Cliente 49, tipo: PADRES MEDIANA EDAD compra TOALLA NOVA en la caja 1, Dia 1, segundo 6415
[CAJA] El Cliente 49, tipo: PADRES MEDIANA EDAD compra YOGURT en la caja 1, Dia 1, segundo 6430
[CAJA] El Cliente 49, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 1, Dia 1, segundo 6436
[SALIDA] El Cliente 49, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 35, Dia 1, segundos 6436
[LLEGADA]Llega Cliente 51, tipo: PADRES MEDIANA EDAD, Dia 1, segund 6804
[LLEGADA]Llega Cliente 52, tipo: PADRES JOVENES, Dia 1, segund 6872
[LLEGADA]Llega Cliente 53, tipo: RAPIDOS, Dia 1, segund 6970
[LLEGADA]Llega Cliente 54, tipo: RAPIDOS, Dia 1, segund 7032
[LLEGADA]Llega Cliente 55, tipo: TERCERA EDAD, Dia 1, segund 7042
[CAJA] El Cliente 53, tipo: RAPIDOS entra a la cola de la caja 1. Productos: {'YOGURT': 1}, Dia 1, segundo7043
[CAJA] El Cliente 51, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 2. Productos: {'SAL': 2, 'PAN': 7, 'CARNE': 1, 'TOALLA NOVA': 1, 'YOGURT': 3}, Dia 1, segundo7044
[CAJA] El Cliente 53, tipo: RAPIDOS compra YOGURT en la caja 1, Dia 1, segundo 7053
[SALIDA] El Cliente 53, tipo: RAPIDOS abandona la Caja 1 habiendo pagado 3, Dia 1, segundos 7053
[CAJA] El Cliente 52, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'JUGO': 4, 'LECHE': 2, 'GALLETAS': 2, 'PAPAS FRITAS': 1, 'QUESO': 2}, Dia 1, segundo7087
[LLEGADA]Llega Cliente 56, tipo: PADRES JOVENES, Dia 1, segund 7089
[CAJA] El Cliente 51, tipo: PADRES MEDIANA EDAD compra SAL en la caja 2, Dia 1, segundo 7090
[CAJA] El Cliente 54, tipo: RAPIDOS entra a la cola de la caja 2. Productos: {'ARROZ': 2}, Dia 1, segundo7101
[CAJA] El Cliente 51, tipo: PADRES MEDIANA EDAD compra PAN en la caja 2, Dia 1, segundo 7111
[CAJA] El Cliente 51, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 2, Dia 1, segundo 7114
[CAJA] El Cliente 51, tipo: PADRES MEDIANA EDAD compra TOALLA NOVA en la caja 2, Dia 1, segundo 7117
[CAJA] El Cliente 51, tipo: PADRES MEDIANA EDAD compra YOGURT en la caja 2, Dia 1, segundo 7126
[SALIDA] El Cliente 51, tipo: PADRES MEDIANA EDAD abandona la Caja 2 habiendo pagado 27, Dia 1, segundos 7126
[LLEGADA]Llega Cliente 57, tipo: PADRES MEDIANA EDAD, Dia 1, segund 7145
[CAJA] El Cliente 52, tipo: PADRES JOVENES compra JUGO en la caja 1, Dia 1, segundo 7153
[CAJA] El Cliente 52, tipo: PADRES JOVENES compra LECHE en la caja 1, Dia 1, segundo 7159
[CAJA] El Cliente 52, tipo: PADRES JOVENES compra GALLETAS en la caja 1, Dia 1, segundo 7165
[CAJA] El Cliente 52, tipo: PADRES JOVENES compra PAPAS FRITAS en la caja 1, Dia 1, segundo 7168
[CAJA] El Cliente 54, tipo: RAPIDOS compra ARROZ en la caja 2, Dia 1, segundo 7169
[SALIDA] El Cliente 54, tipo: RAPIDOS abandona la Caja 2 habiendo pagado 6, Dia 1, segundos 7169
[CAJA] El Cliente 52, tipo: PADRES JOVENES compra QUESO en la caja 1, Dia 1, segundo 7174
[SALIDA] El Cliente 52, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 33, Dia 1, segundos 7174
[CAJA] El Cliente 55, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'BEBIDA': 1, 'VINO': 3, 'LECHUGA': 2}, Dia 1, segundo7192
[LLEGADA]Llega Cliente 58, tipo: PADRES MEDIANA EDAD, Dia 1, segund 7203
[CAJA] El Cliente 56, tipo: PADRES JOVENES entra a la cola de la caja 2. Productos: {'LECHE': 8, 'YOGURT': 2}, Dia 1, segundo7220
[LLEGADA]Llega Cliente 59, tipo: PADRES JOVENES, Dia 1, segund 7236
[CAJA] El Cliente 55, tipo: TERCERA EDAD compra BEBIDA en la caja 1, Dia 1, segundo 7249
[CAJA] El Cliente 55, tipo: TERCERA EDAD compra VINO en la caja 1, Dia 1, segundo 7258
[CAJA] El Cliente 55, tipo: TERCERA EDAD compra LECHUGA en la caja 1, Dia 1, segundo 7264
[SALIDA] El Cliente 55, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 24, Dia 1, segundos 7264
[CAJA] El Cliente 56, tipo: PADRES JOVENES compra LECHE en la caja 2, Dia 1, segundo 7272
[CAJA] El Cliente 56, tipo: PADRES JOVENES compra YOGURT en la caja 2, Dia 1, segundo 7278
[SALIDA] El Cliente 56, tipo: PADRES JOVENES abandona la Caja 2 habiendo pagado 22, Dia 1, segundos 7278
[LLEGADA]Llega Cliente 60, tipo: PADRES MEDIANA EDAD, Dia 1, segund 7280
[CAJA] El Cliente 57, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'LECHE': 10, 'MANZANA': 2, 'CLORO': 1}, Dia 1, segundo7315
[LLEGADA]Llega Cliente 61, tipo: PADRES JOVENES, Dia 1, segund 7322
[CAJA] El Cliente 57, tipo: PADRES MEDIANA EDAD compra LECHE en la caja 1, Dia 1, segundo 7358
[CAJA] El Cliente 57, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 1, Dia 1, segundo 7364
[CAJA] El Cliente 57, tipo: PADRES MEDIANA EDAD compra CLORO en la caja 1, Dia 1, segundo 7367
[SALIDA] El Cliente 57, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 27, Dia 1, segundos 7367
[LLEGADA]Llega Cliente 62, tipo: RAPIDOS, Dia 1, segund 7380
[CAJA] El Cliente 62, tipo: RAPIDOS entra a la cola de la caja 1. Productos: {}, Dia 1, segundo7430
[CAJA] El Cliente 62, tipo: RAPIDOS compra [] en la caja 1, Dia 1, segundo 7430
[SALIDA] El Cliente 62, tipo: RAPIDOS abandona la Caja 1 habiendo pagado 0, Dia 1, segundos 7430
[LLEGADA]Llega Cliente 63, tipo: RAPIDOS, Dia 1, segund 7451
[LLEGADA]Llega Cliente 64, tipo: TERCERA EDAD, Dia 1, segund 7485
[CAJA] El Cliente 59, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'JUGO': 3, 'LECHE': 4, 'CONSERVAS': 1, 'MANZANA': 2, 'YOGURT': 5}, Dia 1, segundo7508
[CAJA] El Cliente 63, tipo: RAPIDOS entra a la cola de la caja 2. Productos: {'QUESO': 1}, Dia 1, segundo7514
[CAJA] El Cliente 60, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 1, 'CARNE': 3, 'PAPAS FRITAS': 2, 'LECHUGA': 1}, Dia 1, segundo7534
[LLEGADA]Llega Cliente 65, tipo: PADRES MEDIANA EDAD, Dia 1, segund 7549
[CAJA] El Cliente 61, tipo: PADRES JOVENES entra a la cola de la caja 2. Productos: {'LECHE': 1, 'CONSERVAS': 3, 'GALLETAS': 2, 'JUGO': 1, 'CARNE': 2, 'PANTALON': 1, 'MANZANA': 2}, Dia 1, segundo7569
[CAJA] El Cliente 63, tipo: RAPIDOS compra QUESO en la caja 2, Dia 1, segundo 7596
[SALIDA] El Cliente 63, tipo: RAPIDOS abandona la Caja 2 habiendo pagado 5, Dia 1, segundos 7596
[CAJA] El Cliente 59, tipo: PADRES JOVENES compra JUGO en la caja 1, Dia 1, segundo 7597
[LLEGADA]Llega Cliente 66, tipo: TERCERA EDAD, Dia 1, segund 7608
[CAJA] El Cliente 59, tipo: PADRES JOVENES compra LECHE en la caja 1, Dia 1, segundo 7609
[CAJA] El Cliente 59, tipo: PADRES JOVENES compra CONSERVAS en la caja 1, Dia 1, segundo 7612
[CAJA] El Cliente 59, tipo: PADRES JOVENES compra MANZANA en la caja 1, Dia 1, segundo 7618
[CAJA] El Cliente 59, tipo: PADRES JOVENES compra YOGURT en la caja 1, Dia 1, segundo 7633
[SALIDA] El Cliente 59, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 40, Dia 1, segundos 7633
[CAJA] El Cliente 58, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 2. Productos: {'SAL': 1, 'LECHE': 5, 'CONSERVAS': 3, 'QUESO': 5, 'HARINA': 2, 'PAN': 17, 'CARNE': 2, 'MANZANA': 5}, Dia 1, segundo7637
[CAJA] El Cliente 61, tipo: PADRES JOVENES compra LECHE en la caja 2, Dia 1, segundo 7638
[LLEGADA]Llega Cliente 67, tipo: RAPIDOS, Dia 1, segund 7639
[CAJA] El Cliente 60, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 1, segundo 7643
[CAJA] El Cliente 64, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'JUGO': 4, 'AGUA MINERAL': 1, 'ARROZ': 2}, Dia 1, segundo7644
[CAJA] El Cliente 61, tipo: PADRES JOVENES compra CONSERVAS en la caja 2, Dia 1, segundo 7647
[CAJA] El Cliente 60, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 1, Dia 1, segundo 7652
[CAJA] El Cliente 61, tipo: PADRES JOVENES compra GALLETAS en la caja 2, Dia 1, segundo 7653
[CAJA] El Cliente 61, tipo: PADRES JOVENES compra JUGO en la caja 2, Dia 1, segundo 7656
[CAJA] El Cliente 60, tipo: PADRES MEDIANA EDAD compra PAPAS FRITAS en la caja 1, Dia 1, segundo 7658
[CAJA] El Cliente 60, tipo: PADRES MEDIANA EDAD compra LECHUGA en la caja 1, Dia 1, segundo 7661
[SALIDA] El Cliente 60, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 31, Dia 1, segundos 7661
